ticket_date,channel,region,issue_type,resolution_hours,csat_score,first_contact_resolution,churned_within_90d
2025-09-09,Self-Service,LATAM,Billing,0.3,2.3,False,False
2024-02-07,Self-Service,EMEA,Technical Issue,0.4,4.9,True,False
2024-11-05,Email,APAC,Technical Issue,19.2,4.1,True,False
2025-01-15,Phone,APAC,Billing,1.0,3.2,True,False
2025-09-21,Self-Service,APAC,Billing,0.5,4.2,False,False
2025-08-11,Email,North America,General Inquiry,14.1,3.9,False,False
2024-08-30,Chat,APAC,Account Access,3.4,4.8,True,False
2025-02-27,Phone,LATAM,Billing,3.3,4.7,False,False
2024-01-07,Chat,APAC,Billing,6.4,3.9,True,False
2025-01-16,Email,EMEA,Account Access,7.5,3.7,True,False
2025-11-28,Chat,EMEA,Feature Request,6.8,3.7,False,False
2024-08-01,Phone,APAC,Billing,1.4,4.9,False,False
2024-01-02,Email,APAC,Account Access,20.5,2.8,True,False
2025-08-26,Self-Service,LATAM,Feature Request,0.5,3.9,False,False
2024-03-30,Chat,EMEA,Technical Issue,4.1,3.2,True,False
2025-05-04,Chat,North America,Account Access,4.6,3.2,True,False
2024-07-14,Email,EMEA,General Inquiry,21.4,4.0,False,False
2025-12-18,Phone,LATAM,Account Access,2.7,3.8,True,False
2024-10-23,Phone,APAC,Account Access,1.5,4.2,True,False
2025-03-02,Email,APAC,Billing,15.4,3.3,False,False
2024-02-01,Email,APAC,General Inquiry,17.4,2.3,False,False
2025-01-07,Self-Service,APAC,Account Access,0.4,2.8,False,False
2025-12-19,Chat,LATAM,Billing,3.6,4.6,False,False
2024-08-14,Chat,North America,Billing,3.6,3.2,False,False
2025-02-11,Email,North America,Billing,6.3,3.2,True,False
2025-03-05,Self-Service,APAC,Feature Request,0.1,4.4,False,False
2024-04-25,Email,LATAM,General Inquiry,24.7,3.0,False,False
2024-05-06,Chat,North America,Feature Request,5.7,4.6,False,False
2025-12-02,Chat,EMEA,General Inquiry,4.6,5.0,True,False
2024-12-06,Chat,APAC,Technical Issue,4.2,4.2,True,False
2024-04-27,Email,LATAM,Account Access,29.9,3.6,False,False
2024-10-29,Chat,APAC,Billing,5.4,5.0,False,False
2025-09-20,Phone,North America,General Inquiry,1.1,4.1,True,False
2024-10-14,Email,EMEA,General Inquiry,12.2,3.7,True,False
2024-12-03,Email,EMEA,Account Access,26.3,3.2,False,False
2025-07-08,Chat,EMEA,General Inquiry,4.2,3.4,False,False
2025-10-22,Email,EMEA,Account Access,15.2,3.6,True,False
2025-07-15,Chat,LATAM,Account Access,2.7,3.0,True,True
2024-09-29,Email,EMEA,Billing,12.3,3.6,False,False
2025-08-11,Email,EMEA,Account Access,31.1,3.0,True,False
2024-12-22,Phone,APAC,Account Access,1.3,3.8,False,False
2025-02-10,Email,APAC,General Inquiry,7.3,3.5,True,False
2025-04-23,Phone,LATAM,Account Access,1.0,4.6,True,False
2025-06-23,Self-Service,APAC,Account Access,0.8,4.0,False,False
2025-05-05,Self-Service,North America,Technical Issue,0.1,3.8,True,False
2025-12-04,Email,North America,Billing,21.1,4.6,True,False
2024-02-11,Chat,North America,Billing,2.8,4.2,True,False
2025-11-10,Phone,LATAM,Billing,1.2,4.2,True,False
2025-12-11,Phone,North America,Account Access,3.6,4.8,True,False
2025-08-23,Email,North America,Feature Request,21.0,4.5,False,False
2024-12-05,Chat,LATAM,Technical Issue,5.3,3.9,False,False
2024-02-14,Chat,LATAM,General Inquiry,3.5,4.3,True,False
2024-08-05,Email,APAC,Account Access,23.0,4.7,True,False
2024-03-20,Chat,EMEA,Account Access,5.4,5.0,False,False
2024-08-02,Email,North America,Feature Request,19.8,3.6,False,False
2024-03-11,Email,APAC,Billing,20.7,5.0,False,False
2024-06-20,Chat,APAC,Billing,2.1,3.4,True,True
2024-01-02,Phone,LATAM,Account Access,2.5,5.0,False,False
2025-10-05,Email,North America,Feature Request,24.7,4.4,False,False
2025-03-08,Chat,APAC,Account Access,4.3,4.6,False,False
2024-10-24,Chat,LATAM,Technical Issue,8.9,4.1,False,False
2025-02-26,Chat,LATAM,Technical Issue,3.6,4.3,False,False
2025-03-20,Self-Service,EMEA,Technical Issue,0.1,3.5,False,False
2024-11-18,Chat,North America,Account Access,4.7,5.0,False,False
2024-03-18,Email,EMEA,Billing,15.3,5.0,False,False
2025-05-28,Self-Service,LATAM,Account Access,1.0,4.7,True,False
2025-11-23,Self-Service,APAC,Technical Issue,0.2,3.4,False,False
2025-03-19,Chat,LATAM,Account Access,2.5,3.6,True,False
2025-04-16,Chat,EMEA,Feature Request,2.4,4.6,False,False
2024-06-06,Chat,North America,Account Access,4.1,4.9,False,False
2024-04-11,Self-Service,North America,General Inquiry,0.6,3.0,False,True
2024-07-18,Phone,LATAM,Billing,3.3,4.9,True,False
2024-11-07,Email,APAC,Technical Issue,21.2,3.3,True,False
2025-02-05,Phone,EMEA,Billing,1.5,5.0,False,False
2024-12-30,Phone,APAC,Billing,1.9,3.7,True,False
2024-10-09,Self-Service,North America,Technical Issue,0.6,4.4,True,False
2025-10-10,Phone,APAC,Account Access,1.1,5.0,True,False
2024-09-25,Self-Service,APAC,Account Access,0.5,4.3,False,False
2025-06-18,Chat,EMEA,Feature Request,8.4,5.0,True,False
2025-02-19,Email,APAC,General Inquiry,9.4,2.9,True,False
2024-11-25,Self-Service,North America,Billing,0.3,2.7,True,False
2025-08-21,Phone,APAC,Feature Request,0.9,4.9,True,False
2025-04-10,Phone,APAC,Feature Request,0.8,4.3,False,False
2025-04-21,Self-Service,APAC,Billing,0.9,4.0,False,False
2025-11-18,Self-Service,EMEA,Account Access,0.6,3.9,True,True
2025-12-16,Email,EMEA,Billing,11.5,3.4,True,True
2024-06-30,Chat,EMEA,Technical Issue,5.6,4.8,False,False
2025-03-20,Chat,APAC,Account Access,4.3,3.5,True,False
2025-12-23,Self-Service,EMEA,General Inquiry,0.5,3.4,True,False
2024-06-24,Email,LATAM,Feature Request,17.7,4.5,False,False
2024-04-14,Email,EMEA,Feature Request,17.3,5.0,False,False
2025-12-19,Chat,APAC,Billing,4.1,5.0,True,False
2024-08-13,Chat,North America,General Inquiry,5.3,3.4,True,False
2025-06-24,Email,APAC,General Inquiry,13.2,3.4,False,False
2024-07-13,Chat,APAC,Technical Issue,3.8,3.7,True,False
2024-02-09,Email,North America,Feature Request,20.5,4.3,True,False
2024-05-12,Self-Service,North America,Technical Issue,0.8,4.0,False,False
2025-11-05,Email,LATAM,Billing,9.4,4.1,False,False
2024-01-02,Phone,EMEA,General Inquiry,2.2,4.6,True,False
2025-09-21,Self-Service,EMEA,Account Access,0.5,3.9,True,False
2024-05-02,Email,EMEA,Account Access,12.7,3.9,True,False
2025-11-27,Chat,EMEA,Technical Issue,2.5,4.2,True,False
2025-05-30,Phone,North America,Account Access,1.9,4.2,True,False
2024-07-09,Email,EMEA,Account Access,28.0,4.3,True,False
2024-07-19,Phone,LATAM,Feature Request,2.2,2.9,False,False
2024-10-26,Self-Service,EMEA,Feature Request,0.6,5.0,True,False
2025-06-08,Email,North America,Billing,20.3,3.3,True,False
2025-05-27,Phone,EMEA,Technical Issue,2.7,5.0,True,False
2025-06-17,Chat,North America,Feature Request,4.1,3.3,False,False
2025-10-19,Email,APAC,Account Access,5.4,3.8,False,False
2024-02-18,Chat,APAC,Billing,5.3,3.2,False,False
2024-01-23,Chat,EMEA,Account Access,2.5,4.3,False,False
2024-06-23,Email,EMEA,Technical Issue,22.7,3.5,False,False
2025-04-10,Email,APAC,Technical Issue,15.7,3.7,True,False
2025-12-20,Phone,North America,Account Access,2.3,4.6,False,False
2024-11-14,Email,APAC,Technical Issue,14.1,3.2,False,False
2024-04-26,Chat,APAC,Technical Issue,0.9,3.5,True,False
2025-07-22,Email,APAC,Technical Issue,26.7,3.4,True,False
2025-03-17,Chat,APAC,Feature Request,4.5,3.3,True,False
2024-06-11,Email,EMEA,General Inquiry,20.8,3.6,True,False
2025-10-16,Phone,EMEA,Technical Issue,1.5,4.1,True,False
2025-04-08,Self-Service,North America,Technical Issue,0.6,3.6,True,False
2025-10-15,Phone,EMEA,Technical Issue,2.5,3.8,True,True
2025-09-25,Phone,APAC,Billing,2.6,3.5,True,False
2024-11-04,Self-Service,North America,Feature Request,0.7,2.5,False,False
2025-09-22,Chat,EMEA,Account Access,3.2,3.7,False,False
2025-12-25,Email,APAC,General Inquiry,19.4,4.9,True,False
2025-10-30,Chat,APAC,Feature Request,4.1,3.9,False,False
2024-07-01,Chat,North America,Technical Issue,2.1,3.7,True,False
2025-10-24,Email,LATAM,General Inquiry,19.6,4.5,False,False
2025-07-03,Phone,APAC,Account Access,2.4,4.5,True,False
2024-03-20,Phone,EMEA,General Inquiry,2.4,3.8,True,True
2024-05-09,Phone,EMEA,Feature Request,2.4,4.9,False,False
2025-09-05,Phone,LATAM,Technical Issue,2.1,5.0,True,False
2025-09-19,Chat,North America,Account Access,5.2,3.9,False,False
2025-11-09,Chat,APAC,Billing,5.4,4.1,False,False
2024-10-31,Chat,North America,Billing,3.4,3.4,True,False
2024-04-04,Email,LATAM,Technical Issue,8.1,4.6,True,False
2024-08-24,Email,EMEA,General Inquiry,22.2,2.6,True,False
2024-11-26,Chat,APAC,Technical Issue,4.9,4.6,False,False
2024-11-16,Phone,North America,Feature Request,2.8,4.0,True,False
2024-02-04,Email,North America,Feature Request,17.3,3.3,False,False
2024-09-05,Self-Service,EMEA,Account Access,0.8,4.2,True,False
2025-05-21,Self-Service,LATAM,Feature Request,0.6,3.3,True,False
2024-05-01,Email,LATAM,Technical Issue,6.0,4.0,True,False
2024-05-11,Self-Service,North America,General Inquiry,0.3,3.3,False,False
2024-03-17,Chat,EMEA,Feature Request,5.6,5.0,True,True
2025-01-13,Email,EMEA,Feature Request,14.7,3.0,True,False
2024-09-27,Phone,LATAM,Technical Issue,1.4,5.0,True,False
2025-06-21,Chat,APAC,Account Access,6.0,3.4,True,False
2025-11-23,Self-Service,North America,Billing,0.5,5.0,True,False
2025-10-23,Phone,APAC,Account Access,2.4,4.9,True,False
2024-05-22,Email,EMEA,General Inquiry,9.9,3.1,False,False
2025-01-05,Self-Service,EMEA,Account Access,0.6,3.8,True,False
2025-07-08,Self-Service,North America,Technical Issue,0.8,4.9,True,False
2025-03-10,Self-Service,APAC,Feature Request,0.2,5.0,True,True
2025-06-22,Email,North America,Feature Request,18.3,3.8,True,False
2025-12-05,Chat,EMEA,Feature Request,4.2,5.0,True,False
2025-08-13,Self-Service,LATAM,General Inquiry,0.6,3.7,True,False
2024-06-17,Self-Service,APAC,Account Access,0.5,4.9,False,False
2024-09-29,Self-Service,North America,Technical Issue,0.2,4.2,False,False
2025-01-15,Email,APAC,Billing,21.1,5.0,True,False
2024-12-23,Phone,LATAM,Account Access,1.1,3.0,True,False
2024-10-12,Chat,APAC,General Inquiry,4.3,4.3,False,False
2024-08-13,Chat,EMEA,Account Access,5.4,4.2,False,False
2024-07-02,Chat,APAC,Billing,7.6,4.5,False,True
2024-09-12,Chat,LATAM,Account Access,7.1,3.5,False,False
2024-11-11,Self-Service,LATAM,Technical Issue,0.8,3.7,False,False
2025-11-28,Email,EMEA,Feature Request,38.3,4.4,True,False
2024-12-21,Chat,APAC,Feature Request,5.4,4.5,True,False
2025-11-16,Chat,EMEA,General Inquiry,4.6,4.4,True,False
2024-08-26,Chat,North America,Feature Request,4.7,4.6,False,False
2025-12-20,Phone,North America,Feature Request,2.4,4.3,False,False
2024-03-04,Chat,North America,Billing,6.3,4.3,False,False
2024-08-03,Phone,EMEA,Feature Request,2.6,4.0,True,False
2025-04-22,Email,EMEA,Technical Issue,19.1,4.9,True,False
2025-06-14,Phone,APAC,Technical Issue,2.3,4.1,True,False
2025-09-21,Self-Service,APAC,Account Access,0.4,3.8,True,False
2025-02-27,Email,APAC,Account Access,17.9,3.6,False,False
2024-09-01,Email,APAC,General Inquiry,14.0,3.3,False,False
2024-09-14,Email,North America,Account Access,24.1,2.5,True,False
2024-03-10,Email,EMEA,Billing,8.9,4.3,False,False
2024-04-20,Phone,LATAM,Billing,1.1,5.0,True,False
2024-10-15,Email,North America,Billing,15.1,3.7,True,False
2025-09-21,Chat,North America,Billing,3.2,4.2,False,False
2025-09-10,Email,APAC,Technical Issue,22.7,3.5,True,False
2025-11-25,Self-Service,EMEA,Technical Issue,0.4,5.0,False,False
2024-05-12,Phone,North America,Feature Request,2.3,4.9,True,False
2024-07-19,Email,EMEA,Account Access,11.6,3.2,True,False
2024-03-12,Chat,North America,General Inquiry,6.2,4.1,False,False
2025-09-10,Self-Service,LATAM,Account Access,0.6,4.8,True,False
2024-09-17,Email,EMEA,Account Access,9.9,4.1,True,False
2025-07-12,Email,LATAM,Feature Request,17.0,3.4,False,True
2024-08-23,Chat,North America,Feature Request,5.0,3.4,True,False
2024-04-04,Email,EMEA,Billing,12.9,3.7,False,False
2024-09-13,Self-Service,LATAM,Account Access,0.4,3.1,True,False
2025-06-28,Chat,APAC,Feature Request,4.1,4.5,True,False
2025-05-23,Chat,LATAM,Technical Issue,2.4,3.2,False,False
2025-11-16,Phone,EMEA,General Inquiry,2.8,4.2,False,False
2025-09-29,Email,LATAM,Billing,16.5,4.5,True,False
2024-06-25,Chat,LATAM,Billing,2.2,4.0,True,False
2025-12-20,Email,APAC,Technical Issue,19.3,2.7,False,False
2024-03-04,Self-Service,North America,General Inquiry,0.6,3.1,True,False
2024-10-29,Chat,APAC,General Inquiry,5.9,4.3,False,False
2025-06-28,Chat,LATAM,Technical Issue,3.7,4.9,True,False
2025-04-03,Chat,APAC,Feature Request,3.7,4.5,False,False
2025-12-03,Phone,LATAM,Account Access,2.4,5.0,True,True
2024-07-09,Phone,North America,Feature Request,1.8,3.6,True,False
2025-10-15,Email,APAC,General Inquiry,17.2,3.7,True,False
2024-01-24,Self-Service,North America,Feature Request,0.3,3.8,True,False
2025-09-08,Self-Service,LATAM,General Inquiry,0.5,3.5,False,False
2025-07-21,Self-Service,North America,Technical Issue,0.8,3.6,True,False
2025-11-26,Chat,EMEA,General Inquiry,5.1,2.9,True,False
2025-05-02,Self-Service,North America,Account Access,0.4,4.5,False,False
2024-08-09,Email,North America,Account Access,33.9,4.4,False,False
2024-11-21,Email,APAC,Billing,7.1,3.8,True,False
2025-04-01,Self-Service,North America,Billing,0.3,3.7,False,False
2025-10-06,Chat,LATAM,Technical Issue,2.3,3.5,True,False
2024-04-27,Chat,APAC,Feature Request,3.6,4.9,True,False
2025-03-02,Phone,LATAM,Technical Issue,1.8,3.1,True,False
2024-08-09,Self-Service,LATAM,Technical Issue,0.3,4.1,False,False
2024-07-28,Email,EMEA,General Inquiry,29.2,3.3,True,False
2025-06-18,Chat,APAC,Account Access,3.3,5.0,True,False
2025-05-22,Phone,EMEA,Technical Issue,1.7,3.9,False,False
2025-07-11,Phone,EMEA,Technical Issue,2.1,4.1,True,False
2025-03-20,Chat,APAC,Account Access,3.0,3.8,False,False
2025-08-15,Self-Service,EMEA,Account Access,0.6,3.9,True,False
2024-01-16,Phone,LATAM,Billing,1.4,4.8,False,False
2025-03-19,Self-Service,EMEA,Feature Request,0.2,4.1,True,False
2024-12-29,Email,North America,Feature Request,13.7,4.3,False,False
2025-04-30,Email,LATAM,Billing,26.5,3.6,True,False
2024-07-22,Email,North America,General Inquiry,3.9,3.9,True,False
2025-12-26,Self-Service,LATAM,General Inquiry,0.3,4.5,False,False
2024-04-29,Chat,LATAM,Billing,5.8,4.3,False,False
2025-10-11,Self-Service,APAC,General Inquiry,0.2,4.5,False,False
2024-12-16,Self-Service,APAC,Account Access,0.4,5.0,True,False
2025-10-15,Chat,APAC,Technical Issue,4.0,3.9,True,False
2025-07-06,Self-Service,North America,Account Access,0.8,3.2,True,False
2025-08-08,Chat,APAC,General Inquiry,4.0,2.4,False,False
2024-07-13,Self-Service,LATAM,Billing,0.3,2.9,True,False
2024-10-14,Self-Service,EMEA,Account Access,0.5,3.1,True,False
2024-02-03,Self-Service,EMEA,Billing,0.4,4.2,True,False
2025-04-17,Chat,LATAM,General Inquiry,3.9,4.2,False,False
2025-03-26,Email,EMEA,Feature Request,19.4,1.8,True,False
2025-02-27,Chat,North America,General Inquiry,5.5,3.8,False,False
2025-03-09,Email,EMEA,Billing,16.3,3.7,False,False
2024-03-08,Chat,EMEA,Account Access,2.4,5.0,True,False
2024-08-11,Self-Service,APAC,Billing,0.6,4.8,False,False
2025-05-22,Chat,APAC,Feature Request,4.6,3.5,False,False
2024-06-26,Chat,EMEA,General Inquiry,2.3,4.4,False,False
2024-02-02,Phone,North America,Account Access,2.3,3.2,True,False
2025-07-13,Email,North America,Feature Request,30.4,3.8,False,False
2025-02-09,Self-Service,LATAM,Technical Issue,0.3,3.7,True,False
2024-12-11,Email,North America,Feature Request,29.1,4.0,False,False
2024-11-22,Chat,EMEA,Account Access,3.8,4.3,True,False
2024-03-30,Chat,EMEA,Billing,3.9,3.8,True,False
2024-09-12,Email,APAC,General Inquiry,17.6,3.7,True,False
2025-12-24,Chat,APAC,Billing,5.5,4.3,True,False
2025-08-27,Email,North America,Technical Issue,21.9,4.0,True,False
2025-03-05,Email,North America,Billing,6.6,2.9,True,False
2024-01-16,Chat,North America,Billing,7.4,4.0,False,False
2025-03-01,Phone,EMEA,Technical Issue,1.6,4.9,True,False
2024-09-20,Chat,North America,Feature Request,6.2,4.3,True,False
2024-09-05,Email,EMEA,Billing,15.6,3.3,True,False
2024-02-22,Email,EMEA,Account Access,12.7,5.0,False,False
2025-06-07,Phone,EMEA,Account Access,1.4,3.6,False,False
2024-04-12,Email,LATAM,Technical Issue,25.6,3.3,True,False
2024-06-29,Phone,LATAM,Feature Request,2.6,4.9,True,False
2024-07-21,Phone,APAC,Technical Issue,1.7,4.4,True,False
2024-02-07,Self-Service,LATAM,Feature Request,0.2,4.3,False,False
2025-12-10,Self-Service,LATAM,Billing,0.8,3.0,True,False
2025-07-10,Email,APAC,General Inquiry,14.0,4.4,False,False
2024-04-24,Chat,EMEA,Billing,3.1,3.0,False,False
2025-02-08,Email,EMEA,Feature Request,9.3,3.6,True,False
2024-10-17,Self-Service,APAC,General Inquiry,0.6,4.5,False,False
2025-02-20,Email,EMEA,Technical Issue,11.2,3.6,False,False
2024-08-08,Self-Service,APAC,Technical Issue,0.6,4.1,True,False
2024-12-14,Email,APAC,General Inquiry,22.5,3.7,True,False
2024-07-15,Self-Service,LATAM,Technical Issue,0.6,3.9,True,False
2025-05-01,Email,North America,Feature Request,17.4,3.8,True,False
2024-12-04,Chat,EMEA,General Inquiry,2.0,4.3,True,False
2024-03-15,Email,LATAM,Account Access,12.6,4.8,True,True
2025-12-25,Self-Service,EMEA,Feature Request,0.2,5.0,True,False
2025-09-15,Chat,APAC,Billing,1.7,3.6,False,False
2024-01-04,Email,LATAM,Feature Request,9.7,4.2,True,False
2025-02-20,Chat,APAC,Account Access,2.0,4.0,True,False
2024-04-09,Self-Service,North America,Technical Issue,0.6,3.5,False,False
2025-05-18,Self-Service,EMEA,Technical Issue,0.6,4.3,True,False
2025-04-08,Phone,EMEA,Account Access,1.3,3.1,False,False
2024-03-14,Phone,EMEA,Feature Request,2.3,4.9,True,False
2025-12-29,Email,North America,Account Access,20.2,4.7,False,False
2025-12-19,Chat,LATAM,Account Access,4.1,5.0,True,False
2024-12-20,Self-Service,EMEA,Account Access,0.5,5.0,False,False
2025-05-15,Email,LATAM,General Inquiry,21.4,3.9,True,False
2024-09-18,Email,EMEA,Technical Issue,11.4,4.2,True,False
2024-09-28,Chat,LATAM,Billing,4.7,4.2,False,False
2025-09-26,Chat,North America,Technical Issue,5.0,4.9,False,False
2024-09-23,Chat,LATAM,Billing,6.2,5.0,True,False
2025-11-13,Chat,APAC,Account Access,5.8,4.2,True,False
2024-02-03,Email,North America,Feature Request,21.1,4.1,False,False
2025-11-08,Self-Service,EMEA,Feature Request,0.4,4.7,False,False
2024-01-18,Self-Service,EMEA,General Inquiry,0.2,5.0,False,False
2024-04-16,Email,North America,Account Access,14.0,3.6,False,False
2024-10-08,Email,APAC,Billing,17.0,3.5,True,False
2025-09-01,Self-Service,LATAM,Technical Issue,0.3,3.0,True,True
2024-02-18,Self-Service,EMEA,Account Access,0.6,4.5,False,False
2024-03-14,Chat,North America,Technical Issue,2.8,4.0,True,False
2024-02-18,Chat,North America,Feature Request,2.7,3.6,True,True
2024-01-08,Email,APAC,Technical Issue,20.8,3.0,False,False
2025-11-28,Chat,APAC,Account Access,2.2,4.9,True,False
2025-07-10,Phone,North America,Feature Request,1.3,3.7,True,False
2024-03-27,Phone,LATAM,Account Access,1.6,4.4,True,False
2025-10-26,Self-Service,EMEA,Account Access,0.3,1.6,False,False
2025-05-11,Self-Service,EMEA,Technical Issue,0.5,4.8,True,False
2024-11-02,Email,EMEA,Billing,9.0,3.7,False,False
2025-10-04,Email,EMEA,Feature Request,18.3,4.2,True,False
2024-12-09,Chat,North America,Billing,5.5,4.0,True,False
2025-09-01,Phone,North America,Account Access,1.7,4.4,False,False
2025-11-11,Email,APAC,Feature Request,13.8,3.7,False,False
2025-07-01,Email,EMEA,Account Access,12.5,2.9,False,True
2024-11-16,Chat,North America,Account Access,4.0,4.2,True,False
2025-09-15,Self-Service,EMEA,Technical Issue,0.4,3.7,False,False
2025-09-27,Email,LATAM,Feature Request,23.4,3.7,False,False
2024-06-14,Self-Service,LATAM,Billing,0.6,4.4,True,False
2024-01-13,Phone,APAC,Account Access,1.8,4.8,False,False
2024-09-16,Chat,APAC,Account Access,2.6,4.8,True,False
2024-02-27,Email,EMEA,Feature Request,11.1,4.3,True,False
2025-05-02,Self-Service,LATAM,Feature Request,0.3,2.7,True,True
2024-08-08,Chat,APAC,Feature Request,6.3,3.1,True,False
2024-10-10,Email,EMEA,Feature Request,24.1,3.6,True,False
2024-07-20,Chat,EMEA,General Inquiry,5.0,4.0,False,False
2025-06-12,Self-Service,LATAM,Technical Issue,0.6,3.5,False,False
2024-02-10,Chat,APAC,Account Access,3.5,4.3,False,False
2025-04-05,Email,LATAM,Feature Request,3.1,3.0,False,False
2025-08-04,Phone,APAC,Feature Request,1.3,4.8,True,False
2024-12-24,Chat,North America,Billing,3.9,4.4,True,False
2025-06-22,Email,EMEA,Billing,0.9,3.4,False,False
2025-07-23,Email,LATAM,Technical Issue,24.8,4.2,False,False
2025-04-13,Email,North America,Technical Issue,23.3,3.4,False,False
2024-03-06,Phone,EMEA,General Inquiry,0.4,4.7,True,False
2024-01-19,Email,APAC,Account Access,23.3,2.8,True,False
2025-06-06,Self-Service,APAC,General Inquiry,0.2,4.4,True,False
2025-05-21,Chat,APAC,General Inquiry,5.3,5.0,False,False
2025-06-08,Phone,LATAM,Feature Request,3.0,5.0,True,False
2024-03-05,Self-Service,North America,General Inquiry,0.8,3.6,False,False
2024-08-07,Chat,North America,Account Access,4.6,3.1,False,False
2025-04-24,Self-Service,EMEA,Technical Issue,0.3,4.2,True,False
2025-12-11,Chat,EMEA,Account Access,2.5,3.9,False,False
2024-10-31,Chat,North America,Feature Request,4.7,4.4,True,False
2024-08-08,Self-Service,LATAM,Billing,0.4,4.0,False,False
2024-06-18,Phone,EMEA,Technical Issue,2.5,4.9,False,False
2025-01-20,Chat,LATAM,Account Access,3.3,4.1,False,False
2024-09-09,Email,EMEA,Technical Issue,14.2,4.4,False,False
2024-12-26,Chat,EMEA,Feature Request,7.2,4.7,False,False
2024-09-19,Chat,APAC,General Inquiry,4.0,2.4,True,True
2024-07-04,Chat,LATAM,Feature Request,1.9,3.6,False,False
2024-12-28,Chat,APAC,General Inquiry,3.7,2.9,True,False
2024-10-07,Phone,EMEA,General Inquiry,1.8,2.7,True,False
2024-07-13,Chat,North America,Account Access,0.5,4.4,False,False
2024-01-20,Self-Service,EMEA,General Inquiry,0.4,4.2,False,False
2024-09-09,Email,LATAM,General Inquiry,27.1,4.0,True,True
2025-01-31,Email,EMEA,Feature Request,21.9,4.5,True,False
2024-10-03,Chat,EMEA,Feature Request,3.1,4.2,False,False
2025-12-19,Self-Service,APAC,Feature Request,0.6,3.2,False,False
2025-08-04,Chat,APAC,Feature Request,2.2,5.0,False,False
2025-02-27,Chat,LATAM,Feature Request,3.1,4.2,True,False
2025-01-14,Chat,APAC,Account Access,2.6,5.0,False,False
2024-09-09,Chat,APAC,Account Access,4.3,5.0,True,False
2024-08-27,Chat,APAC,General Inquiry,4.7,4.8,False,False
2025-10-28,Chat,LATAM,Account Access,6.1,4.5,False,False
2025-06-17,Phone,APAC,General Inquiry,0.8,4.1,True,False
2025-06-24,Chat,EMEA,Feature Request,4.4,5.0,True,True
2024-09-20,Chat,LATAM,Account Access,7.7,3.9,True,False
2024-02-20,Email,North America,Feature Request,12.7,3.4,False,False
2024-12-23,Self-Service,LATAM,Technical Issue,0.1,3.6,True,False
2024-04-25,Phone,North America,Account Access,0.1,4.0,True,False
2025-02-04,Chat,APAC,General Inquiry,4.1,3.8,False,False
2024-06-12,Chat,LATAM,Billing,4.1,4.7,True,False
2024-02-15,Chat,EMEA,Technical Issue,4.7,4.4,False,False
2024-07-31,Chat,EMEA,General Inquiry,5.0,3.8,True,False
2024-06-10,Self-Service,LATAM,Feature Request,0.3,4.6,True,True
2025-10-08,Self-Service,LATAM,Feature Request,0.6,4.7,True,False
2024-06-05,Phone,APAC,Billing,2.6,4.1,False,False
2025-12-12,Email,APAC,Feature Request,6.6,3.2,False,False
2024-01-20,Chat,EMEA,Feature Request,5.4,4.8,True,False
2024-01-26,Phone,EMEA,Account Access,2.5,4.5,True,False
2024-06-21,Email,North America,Technical Issue,23.0,4.1,False,False
2025-07-21,Self-Service,LATAM,Account Access,0.9,2.7,True,True
2024-05-22,Phone,APAC,Feature Request,2.3,3.7,True,False
2024-09-17,Self-Service,LATAM,Account Access,0.3,3.5,False,False
2025-02-22,Email,EMEA,Billing,9.7,5.0,False,False
2024-01-16,Chat,North America,General Inquiry,3.6,3.5,True,False
2024-01-31,Chat,LATAM,General Inquiry,6.2,3.4,True,False
2024-09-23,Phone,North America,Technical Issue,2.0,5.0,False,False
2025-03-06,Email,EMEA,Feature Request,19.4,4.3,True,False
2024-07-22,Phone,North America,Technical Issue,2.8,4.6,False,False
2024-05-29,Email,North America,Technical Issue,9.2,3.6,True,False
2025-06-13,Email,North America,Feature Request,17.4,3.7,False,True
2024-08-16,Chat,North America,Technical Issue,2.8,5.0,True,False
2025-02-28,Chat,APAC,Account Access,6.9,5.0,False,False
2024-03-18,Chat,LATAM,Billing,2.1,4.9,True,False
2025-10-29,Self-Service,LATAM,Billing,0.4,5.0,False,False
2025-09-09,Phone,APAC,Billing,1.6,4.0,True,False
2024-04-16,Chat,LATAM,General Inquiry,2.2,4.0,False,False
2024-08-13,Chat,North America,Account Access,3.0,4.6,True,False
2024-03-02,Email,LATAM,Technical Issue,23.8,3.1,True,False
2024-08-01,Email,North America,General Inquiry,26.5,3.9,False,False
2024-12-30,Chat,LATAM,General Inquiry,5.5,3.2,True,False
2025-12-24,Email,EMEA,Account Access,10.5,3.2,True,False
2024-03-27,Email,APAC,General Inquiry,20.0,3.4,True,False
2025-01-04,Self-Service,North America,General Inquiry,0.4,4.2,True,False
2025-05-04,Chat,North America,Feature Request,3.3,4.4,False,False
2024-05-07,Email,APAC,Technical Issue,26.4,4.1,True,False
2024-03-13,Email,North America,Feature Request,20.8,2.9,False,False
2024-10-15,Chat,LATAM,General Inquiry,4.4,4.3,True,False
2024-08-28,Chat,LATAM,Billing,3.6,4.0,False,False
2025-07-14,Email,APAC,Billing,21.9,4.4,False,False
2025-03-19,Self-Service,APAC,Account Access,0.3,4.7,True,False
2024-08-24,Chat,North America,Account Access,4.2,4.8,True,False
2024-10-23,Email,APAC,General Inquiry,3.4,3.0,False,False
